frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1112,1016.0,[1190.8028564453125 821.6130981445312 1275.281494140625 854.4021606445312],[1190.8028564453125 821.6130981445312 1275.281494140625 854.4021606445312],0.6574785113334656,BP63LYH,0.3505472632600883
1113,1016.0,[1193.389404296875 822.2217407226562 1279.8671875 856.5115356445312],[1193.389404296875 822.2217407226562 1279.8671875 856.5115356445312],0.6498256921768188,BP63LTH,0.2919057147528687
1114,1016.0,[1194.59375 817.6309204101562 1281.8564453125 859.2211303710938],[1194.59375 817.6309204101562 1281.8564453125 859.2211303710938],0.6488486528396606,BP63LYH,0.6802092484071284
1115,1016.0,[1194.1337890625 823.0506591796875 1278.143798828125 861.9583740234375],[1194.1337890625 823.0506591796875 1278.143798828125 861.9583740234375],0.6139158010482788,BF53LYH,0.19864866061392686
1116,1016.0,[1197.6209716796875 824.1765747070312 1280.6080322265625 867.1008911132812],[1197.6209716796875 824.1765747070312 1280.6080322265625 867.1008911132812],0.6222593188285828,BP63LYH,0.3547863533714304
1117,1016.0,[1198.9500732421875 830.1084594726562 1277.0185546875 869.8868408203125],[1198.9500732421875 830.1084594726562 1277.0185546875 869.8868408203125],0.6075776815414429,BP63LYH,0.49775028787751396
1118,1016.0,[1197.1162109375 831.3193359375 1284.85791015625 872.52978515625],[1197.1162109375 831.3193359375 1284.85791015625 872.52978515625],0.6002817153930664,BP63LYH,0.8327649926336814
1119,1016.0,[1197.963134765625 836.6610717773438 1284.8785400390625 875.4867553710938],[1197.963134765625 836.6610717773438 1284.8785400390625 875.4867553710938],0.6066281795501709,BP63LYH,0.6789762886299883
1120,1016.0,[1197.1026611328125 835.5060424804688 1286.3328857421875 876.1430053710938],[1197.1026611328125 835.5060424804688 1286.3328857421875 876.1430053710938],0.6106772422790527,BP63LYH,0.6812718648368087
1121,1016.0,[1198.908203125 838.5950927734375 1288.2879638671875 877.4647216796875],[1198.908203125 838.5950927734375 1288.2879638671875 877.4647216796875],0.6528792381286621,BP63LYH,0.23898206586877266
1122,1016.0,[1201.296142578125 844.4183349609375 1287.24072265625 880.0843505859375],[1201.296142578125 844.4183349609375 1287.24072265625 880.0843505859375],0.6558749675750732,BP63LYH,0.6160965994483822
1123,1016.0,[1200.7620849609375 844.8590698242188 1292.669921875 884.30712890625],[1200.7620849609375 844.8590698242188 1292.669921875 884.30712890625],0.6475754976272583,BP63LYX,0.3991831567025397
1124,1016.0,[1201.4315185546875 845.337890625 1294.15087890625 887.1551513671875],[1201.4315185546875 845.337890625 1294.15087890625 887.1551513671875],0.5998246669769287,BP63LYH,0.7800753074445474
1126,1016.0,[1202.1558837890625 849.1796264648438 1295.26904296875 894.6754760742188],[1202.1558837890625 849.1796264648438 1295.26904296875 894.6754760742188],0.6471227407455444,BP63LYH,0.5781206963897063
1127,1016.0,[1202.160888671875 852.4466552734375 1298.244384765625 898.857666015625],[1202.160888671875 852.4466552734375 1298.244384765625 898.857666015625],0.6283468008041382,BP63LYK,0.24955253659128301
1128,1016.0,[1204.3260498046875 855.90234375 1298.7235107421875 900.9677124023438],[1204.3260498046875 855.90234375 1298.7235107421875 900.9677124023438],0.6341899633407593,BP63LYH,0.7175877892879448
1129,1016.0,[1204.31201171875 859.5087890625 1299.1131591796875 902.61474609375],[1204.31201171875 859.5087890625 1299.1131591796875 902.61474609375],0.6475736498832703,BP63LYH,0.826083382749536
1130,1016.0,[1205.8291015625 862.099365234375 1300.984130859375 903.2193603515625],[1205.8291015625 862.099365234375 1300.984130859375 903.2193603515625],0.6148891448974609,BP63LYH,0.30246005576746077
1131,1016.0,[1207.3203125 867.2539672851562 1300.58447265625 906.78076171875],[1207.3203125 867.2539672851562 1300.58447265625 906.78076171875],0.6282479763031006,BP63LYH,0.68000191708056
1133,1016.0,[1209.984619140625 872.3237915039062 1303.455322265625 917.1110229492188],[1209.984619140625 872.3237915039062 1303.455322265625 917.1110229492188],0.606885552406311,BP63LYH,0.38522837469266963
1134,1016.0,[1208.720458984375 873.0016479492188 1306.2763671875 919.1786499023438],[1208.720458984375 873.0016479492188 1306.2763671875 919.1786499023438],0.6398141980171204,BP63LYH,0.7962936691708341
1136,1016.0,[1210.299072265625 878.1718139648438 1309.8756103515625 925.1092529296875],[1210.299072265625 878.1718139648438 1309.8756103515625 925.1092529296875],0.6295899748802185,BP63LYH,0.6893489126328637
1137,1016.0,[1211.14501953125 884.8515014648438 1309.2998046875 925.3427124023438],[1211.14501953125 884.8515014648438 1309.2998046875 925.3427124023438],0.6475105285644531,BP63LYH,0.6205008030801273
1138,1016.0,[1211.4033203125 886.6513671875 1310.4326171875 926.457763671875],[1211.4033203125 886.6513671875 1310.4326171875 926.457763671875],0.6452757716178894,BP63LYH,0.4360085376662756
1139,1016.0,[1213.5269775390625 890.2086181640625 1310.2742919921875 930.1435546875],[1213.5269775390625 890.2086181640625 1310.2742919921875 930.1435546875],0.6308128833770752,BP63LYH,0.50185928570277
1140,1016.0,[1215.749755859375 893.60302734375 1310.12353515625 935.3915405273438],[1215.749755859375 893.60302734375 1310.12353515625 935.3915405273438],0.6491578817367554,BP63LYH,0.6854448303251991
1143,1016.0,[1214.5711669921875 900.0844116210938 1317.006591796875 946.9304809570312],[1214.5711669921875 900.0844116210938 1317.006591796875 946.9304809570312],0.6447375416755676,BP63LYH,0.49906439013011344
1144,1016.0,[1215.655029296875 902.5321655273438 1315.93115234375 947.77734375],[1215.655029296875 902.5321655273438 1315.93115234375 947.77734375],0.6376205682754517,BP63LYH,0.47429988973883047
1149,1016.0,[1223.4747314453125 917.3331298828125 1324.5045166015625 966.116455078125],[1223.4747314453125 917.3331298828125 1324.5045166015625 966.116455078125],0.665519654750824,BP63LYH,0.4028000473847739
1151,1016.0,[1224.4444580078125 922.909423828125 1325.95703125 970.4232788085938],[1224.4444580078125 922.909423828125 1325.95703125 970.4232788085938],0.6434385180473328,BP63LYH,0.5605777870236257
1153,1016.0,[1226.6927490234375 931.3518676757812 1327.4951171875 975.3671264648438],[1226.6927490234375 931.3518676757812 1327.4951171875 975.3671264648438],0.6344897150993347,BP63LYH,0.5756965987971088
1155,1016.0,[1228.1473388671875 936.2938842773438 1332.9444580078125 985.3302612304688],[1228.1473388671875 936.2938842773438 1332.9444580078125 985.3302612304688],0.6332789659500122,BP63LYH,0.6035357775904772
1156,1016.0,[1231.019287109375 941.394775390625 1333.27099609375 987.84130859375],[1231.019287109375 941.394775390625 1333.27099609375 987.84130859375],0.6309778094291687,BP63LYM,0.30532997169895537
1157,1016.0,[1232.765869140625 943.143798828125 1334.61962890625 990.7030029296875],[1232.765869140625 943.143798828125 1334.61962890625 990.7030029296875],0.6352332830429077,BP63LYH,0.6065170214552088
1158,1016.0,[1231.39599609375 948.1494140625 1335.46875 995.5521240234375],[1231.39599609375 948.1494140625 1335.46875 995.5521240234375],0.6479381322860718,BP63LYH,0.6993627196828028
1159,1016.0,[1232.396240234375 949.0946044921875 1337.42041015625 996.82470703125],[1232.396240234375 949.0946044921875 1337.42041015625 996.82470703125],0.6166294813156128,BP63LYH,0.7508020633894877
1160,1016.0,[1233.2529296875 952.7872924804688 1336.16259765625 1000.0350952148438],[1233.2529296875 952.7872924804688 1336.16259765625 1000.0350952148438],0.6532957553863525,BP63LYH,0.6122580789058123
1162,1016.0,[1235.961181640625 959.3948364257812 1337.743896484375 1005.3001098632812],[1235.961181640625 959.3948364257812 1337.743896484375 1005.3001098632812],0.66779625415802,BP63LYH,0.37164265022495424
1165,1016.0,[1237.9122314453125 967.3668823242188 1347.55615234375 1018.1284790039062],[1237.9122314453125 967.3668823242188 1347.55615234375 1018.1284790039062],0.6549002528190613,PP63LTH,0.28333052744625303
1166,1016.0,[1237.56201171875 971.1362915039062 1349.9407958984375 1020.4423828125],[1237.56201171875 971.1362915039062 1349.9407958984375 1020.4423828125],0.6413083076477051,BP63LYH,0.4615538213025328
1167,1016.0,[1241.756591796875 972.062255859375 1350.5938720703125 1027.125732421875],[1241.756591796875 972.062255859375 1350.5938720703125 1027.125732421875],0.6734657883644104,BP63LYN,0.14710718711079904
1170,1016.0,[1246.87255859375 984.4703979492188 1356.408203125 1037.540283203125],[1246.87255859375 984.4703979492188 1356.408203125 1037.540283203125],0.6559731364250183,BP63LYH,0.5707592121637018
1171,1016.0,[1246.32275390625 985.0911865234375 1356.3460693359375 1039.6861572265625],[1246.32275390625 985.0911865234375 1356.3460693359375 1039.6861572265625],0.6650291085243225,BP63LYH,0.8741822872372543
1173,1016.0,[1248.077392578125 992.3045654296875 1361.0430908203125 1048.6748046875],[1248.077392578125 992.3045654296875 1361.0430908203125 1048.6748046875],0.6347727179527283,BP63LYH,0.6450705148190801
1174,1016.0,[1248.227783203125 993.5628662109375 1361.9058837890625 1052.939208984375],[1248.227783203125 993.5628662109375 1361.9058837890625 1052.939208984375],0.6734749674797058,BP63LYH,0.9281600590736331
1175,1016.0,[1250.387451171875 999.5142822265625 1362.070068359375 1055.35888671875],[1250.387451171875 999.5142822265625 1362.070068359375 1055.35888671875],0.6776965260505676,BP63LYH,0.9355082329600788
1176,1016.0,[1251.49951171875 1006.5829467773438 1362.10546875 1060.04638671875],[1251.49951171875 1006.5829467773438 1362.10546875 1060.04638671875],0.6720173954963684,BP63LYH,0.3075860504124056
1177,1016.0,[1253.213623046875 1005.2210083007812 1366.959716796875 1062.468994140625],[1253.213623046875 1005.2210083007812 1366.959716796875 1062.468994140625],0.6759597063064575,BP63LYH,0.6773595750882114
1180,1016.0,[1256.805419921875 1019.2713623046875 1371.729736328125 1070.413818359375],[1256.805419921875 1019.2713623046875 1371.729736328125 1070.413818359375],0.6419515609741211,BP63LYH,0.2671027529464747
1181,1016.0,[1256.665283203125 1024.684326171875 1372.2491455078125 1073.0252685546875],[1256.665283203125 1024.684326171875 1372.2491455078125 1073.0252685546875],0.6594125628471375,BP63LYH,0.6295083385239839
1194,1265.0,[1156.94189453125 746.1513061523438 1231.558837890625 781.8521118164062],[1156.94189453125 746.1513061523438 1231.558837890625 781.8521118164062],0.25003066658973694,WC65ZFY,0.22398668454771364
1196,1265.0,[1158.6226806640625 750.46630859375 1230.6490478515625 784.2049560546875],[1158.6226806640625 750.46630859375 1230.6490478515625 784.2049560546875],0.2992357611656189,OG65ZFX,0.05060912249353706
1203,1265.0,[1162.21044921875 754.8502807617188 1235.34716796875 795.1071166992188],[1162.21044921875 754.8502807617188 1235.34716796875 795.1071166992188],0.6439809799194336,LG65ZFY,0.1301211054787716
1214,1265.0,[1164.141845703125 775.6075439453125 1240.373779296875 818.8126220703125],[1164.141845703125 775.6075439453125 1240.373779296875 818.8126220703125],0.6387521624565125,LG65ZFX,0.18911568541926613
1219,1265.0,[1161.3782958984375 784.0493774414062 1244.5146484375 829.00341796875],[1161.3782958984375 784.0493774414062 1244.5146484375 829.00341796875],0.6539120078086853,KG65ZFX,0.3965201878503432
1221,1265.0,[1166.1259765625 790.3663330078125 1248.185546875 834.6741943359375],[1166.1259765625 790.3663330078125 1248.185546875 834.6741943359375],0.6119090914726257,LC65ZFX,0.2819617341951044
1223,1265.0,[1169.7554931640625 798.802001953125 1245.1356201171875 835.6571044921875],[1169.7554931640625 798.802001953125 1245.1356201171875 835.6571044921875],0.6124907732009888,NG65ZFX,0.26027331315625746
1224,1265.0,[1168.5865478515625 800.328369140625 1246.286376953125 839.9908447265625],[1168.5865478515625 800.328369140625 1246.286376953125 839.9908447265625],0.6575347781181335,OG65ZFX,0.22968250926464862
1229,1265.0,[1167.416259765625 811.8482666015625 1254.01611328125 850.9874267578125],[1167.416259765625 811.8482666015625 1254.01611328125 850.9874267578125],0.5986043810844421,NG65ZFX,0.581962119289896
1233,1265.0,[1168.703125 822.0148315429688 1257.805908203125 861.5828247070312],[1168.703125 822.0148315429688 1257.805908203125 861.5828247070312],0.6028473973274231,TG65ZFX,0.1988418113825485
1235,1265.0,[1170.0191650390625 823.1687622070312 1256.404052734375 864.5407104492188],[1170.0191650390625 823.1687622070312 1256.404052734375 864.5407104492188],0.6251494288444519,NG65ZFX,0.2401500482487737
1236,1265.0,[1169.3369140625 828.0537109375 1256.6385498046875 868.0313720703125],[1169.3369140625 828.0537109375 1256.6385498046875 868.0313720703125],0.6342701315879822,KG65ZFX,0.2677864267990076
1244,1265.0,[1181.811279296875 845.9269409179688 1267.913330078125 887.8412475585938],[1181.811279296875 845.9269409179688 1267.913330078125 887.8412475585938],0.6584709286689758,NG65ZFX,0.5343570269662047
1246,1265.0,[1177.4483642578125 852.3411254882812 1265.004638671875 894.8300170898438],[1177.4483642578125 852.3411254882812 1265.004638671875 894.8300170898438],0.6492331624031067,NG65ZFX,0.4925687138032077
1247,1265.0,[1178.9102783203125 853.17333984375 1266.6448974609375 896.48876953125],[1178.9102783203125 853.17333984375 1266.6448974609375 896.48876953125],0.6446951031684875,WG65ZFX,0.680208220316303
1249,1265.0,[1177.5023193359375 857.9602661132812 1267.428466796875 901.0772094726562],[1177.5023193359375 857.9602661132812 1267.428466796875 901.0772094726562],0.6517468690872192,OG65ZFY,0.26394275050673255
1252,1265.0,[1180.122802734375 865.8858032226562 1272.1318359375 910.8143920898438],[1180.122802734375 865.8858032226562 1272.1318359375 910.8143920898438],0.6595265865325928,NG65ZFX,0.251331029522956
1253,1265.0,[1185.48193359375 871.1749877929688 1270.39990234375 913.4492797851562],[1185.48193359375 871.1749877929688 1270.39990234375 913.4492797851562],0.6718705892562866,NG65ZFX,0.45754775540439097
1259,1265.0,[1188.623291015625 888.087158203125 1275.8338623046875 930.8660888671875],[1188.623291015625 888.087158203125 1275.8338623046875 930.8660888671875],0.6516528129577637,WG65ZFX,0.5113736502110343
1261,1265.0,[1189.9736328125 894.2926025390625 1279.207275390625 935.6356201171875],[1189.9736328125 894.2926025390625 1279.207275390625 935.6356201171875],0.6313068270683289,NG65ZFX,0.26304795729651775
1262,1265.0,[1189.032470703125 895.3932495117188 1282.372314453125 940.3209228515625],[1189.032470703125 895.3932495117188 1282.372314453125 940.3209228515625],0.673584520816803,WG65ZFY,0.22370067805223404
1266,1265.0,[1191.8792724609375 908.1080932617188 1288.011474609375 952.0955200195312],[1191.8792724609375 908.1080932617188 1288.011474609375 952.0955200195312],0.6672024130821228,NG65ZFX,0.4271818854552307
1268,1265.0,[1190.709228515625 915.5901489257812 1286.510009765625 958.7213745117188],[1190.709228515625 915.5901489257812 1286.510009765625 958.7213745117188],0.6688005328178406,NG65ZFX,0.30171621031309204
1270,1265.0,[1193.53955078125 918.86083984375 1291.5242919921875 964.7598876953125],[1193.53955078125 918.86083984375 1291.5242919921875 964.7598876953125],0.6691391468048096,NG65ZFX,0.9369582319454967
1273,1265.0,[1198.7099609375 930.0135498046875 1291.91552734375 972.6677856445312],[1198.7099609375 930.0135498046875 1291.91552734375 972.6677856445312],0.6388716101646423,IG65ZFX,0.06580497885497535
1275,1265.0,[1201.04150390625 934.799072265625 1296.243896484375 978.1590576171875],[1201.04150390625 934.799072265625 1296.243896484375 978.1590576171875],0.6355341672897339,NG65ZFX,0.3890675746361945
1277,1265.0,[1203.664794921875 940.5759887695312 1297.1376953125 985.5331420898438],[1203.664794921875 940.5759887695312 1297.1376953125 985.5331420898438],0.6626040935516357,WC65ZFX,0.5956438407661766
1279,1265.0,[1203.7281494140625 947.329833984375 1301.261474609375 991.9806518554688],[1203.7281494140625 947.329833984375 1301.261474609375 991.9806518554688],0.6481564044952393,NG65ZFX,0.5501463180366666
1280,1265.0,[1205.719482421875 950.4027099609375 1305.71337890625 995.772216796875],[1205.719482421875 950.4027099609375 1305.71337890625 995.772216796875],0.5954380631446838,NG65ZFX,0.30322462515264414
1281,1265.0,[1206.32275390625 955.5123291015625 1304.36962890625 998.6263427734375],[1206.32275390625 955.5123291015625 1304.36962890625 998.6263427734375],0.6094501614570618,NG65ZFX,0.4125010606402988
1285,1265.0,[1212.151123046875 966.3978881835938 1310.058349609375 1013.3069458007812],[1212.151123046875 966.3978881835938 1310.058349609375 1013.3069458007812],0.6893640160560608,AG65ZFX,0.3119626667878803
1287,1265.0,[1212.3037109375 973.97607421875 1311.776611328125 1018.7548828125],[1212.3037109375 973.97607421875 1311.776611328125 1018.7548828125],0.68528813123703,NG65ZFX,0.6229471695737969
1288,1265.0,[1210.618408203125 977.6019287109375 1309.7349853515625 1021.1211547851562],[1210.618408203125 977.6019287109375 1309.7349853515625 1021.1211547851562],0.7090726494789124,NG65ZFX,0.7996752727172994
1290,1265.0,[1216.574462890625 983.3577880859375 1315.0966796875 1029.3941650390625],[1216.574462890625 983.3577880859375 1315.0966796875 1029.3941650390625],0.6963787078857422,NG65ZFX,0.6670612164145865
1293,1265.0,[1218.7509765625 994.1365356445312 1318.10986328125 1041.24365234375],[1218.7509765625 994.1365356445312 1318.10986328125 1041.24365234375],0.6986287236213684,WG65ZFX,0.31230381514826006
1296,1265.0,[1221.1199951171875 1003.7137451171875 1325.4588623046875 1052.072509765625],[1221.1199951171875 1003.7137451171875 1325.4588623046875 1052.072509765625],0.6922030448913574,NG65ZFX,0.7814267368957051
1297,1265.0,[1223.503662109375 1005.123779296875 1325.001953125 1052.04345703125],[1223.503662109375 1005.123779296875 1325.001953125 1052.04345703125],0.6962605118751526,NG65ZFX,0.17678439398908982
1298,1265.0,[1227.953369140625 1009.7261352539062 1326.973876953125 1056.60009765625],[1227.953369140625 1009.7261352539062 1326.973876953125 1056.60009765625],0.6974362730979919,WG65ZFX,0.14337247762120411
1299,1265.0,[1224.9468994140625 1010.5504150390625 1331.22412109375 1062.729248046875],[1224.9468994140625 1010.5504150390625 1331.22412109375 1062.729248046875],0.7226795554161072,NG65ZFX,0.46400687361754206
1303,1265.0,[1232.7357177734375 1030.3175048828125 1334.39697265625 1072.700927734375],[1232.7357177734375 1030.3175048828125 1334.39697265625 1072.700927734375],0.6642241477966309,AG65ZFX,0.5871288600127856
1304,1462.0,[645.702392578125 681.6334228515625 707.3384399414062 714.6326904296875],[645.702392578125 681.6334228515625 707.3384399414062 714.6326904296875],0.2826566696166992,RL60OGX,0.04018543901317163
1316,1536.0,[630.9228515625 705.3363647460938 701.6383666992188 737.5640258789062],[630.9228515625 705.3363647460938 701.6383666992188 737.5640258789062],0.5656436681747437,HL64OCX,0.5558563343184235
1328,1536.0,[619.5694580078125 731.1927490234375 692.7577514648438 772.665283203125],[619.5694580078125 731.1927490234375 692.7577514648438 772.665283203125],0.5988091230392456,NL64OGX,0.1645463051246433
1360,1536.0,[574.2930297851562 812.522216796875 664.673828125 855.208251953125],[574.2930297851562 812.522216796875 664.673828125 855.208251953125],0.6293246150016785,ML60GXT,0.1341907491238803
1363,1536.0,[572.9871826171875 823.7076416015625 660.9691772460938 868.6783447265625],[572.9871826171875 823.7076416015625 660.9691772460938 868.6783447265625],0.6440300941467285,NL64OGD,0.21516630219479496
1364,1536.0,[571.3624877929688 828.8003540039062 662.1502685546875 871.8821411132812],[571.3624877929688 828.8003540039062 662.1502685546875 871.8821411132812],0.6431437134742737,TL64OGX,0.038818326059578044
1367,1558.0,[1341.385009765625 1033.6982421875 1442.009521484375 1073.382568359375],[1341.385009765625 1033.6982421875 1442.009521484375 1073.382568359375],0.5369159579277039,OR05VKJ,0.32108874610321075
1369,1536.0,[563.3270874023438 842.2772827148438 653.6207885742188 880.5598754882812],[563.3270874023438 842.2772827148438 653.6207885742188 880.5598754882812],0.6175037622451782,NL64OCX,0.10776369405010605
1374,1536.0,[556.7220458984375 856.23486328125 647.266357421875 899.184814453125],[556.7220458984375 856.23486328125 647.266357421875 899.184814453125],0.6294320225715637,NL64OGJ,0.18431343452178295
1376,1536.0,[555.0048828125 863.6478271484375 646.1060791015625 902.43408203125],[555.0048828125 863.6478271484375 646.1060791015625 902.43408203125],0.6644306182861328,ML64OCX,0.186947105099467
1378,1536.0,[549.6029663085938 871.380859375 643.0530395507812 912.09033203125],[549.6029663085938 871.380859375 643.0530395507812 912.09033203125],0.6555359959602356,NL64OGX,0.5492039857281089
1381,1536.0,[542.6464233398438 876.5670166015625 641.15771484375 921.62353515625],[542.6464233398438 876.5670166015625 641.15771484375 921.62353515625],0.6255987286567688,NL64OGX,0.5119149274612994
1382,1536.0,[541.673828125 881.07568359375 640.0732421875 923.3214111328125],[541.673828125 881.07568359375 640.0732421875 923.3214111328125],0.6191378235816956,NL64OGX,0.13068506398084268
1382,1415.0,[1225.9398193359375 854.53125 1306.242919921875 898.3194580078125],[1225.9398193359375 854.53125 1306.242919921875 898.3194580078125],0.5712745189666748,LP14LJE,0.13407484816278062
1391,1415.0,[1234.766357421875 874.8239135742188 1326.645751953125 919.3412475585938],[1234.766357421875 874.8239135742188 1326.645751953125 919.3412475585938],0.6569929122924805,LP14LJI,0.5650713749445344
1398,1536.0,[519.1685791015625 933.191162109375 621.6451416015625 980.5601806640625],[519.1685791015625 933.191162109375 621.6451416015625 980.5601806640625],0.6850406527519226,NL61OGW,0.10215735515292966
1399,1536.0,[517.5218505859375 935.32470703125 623.1622314453125 983.605224609375],[517.5218505859375 935.32470703125 623.1622314453125 983.605224609375],0.6738832592964172,NL64OGX,0.1170225272356387
1400,1536.0,[517.3519287109375 941.2146606445312 619.823974609375 988.5598754882812],[517.3519287109375 941.2146606445312 619.823974609375 988.5598754882812],0.6457626819610596,NL64OGY,0.22678210061144474
1402,1536.0,[513.7191162109375 946.7841796875 617.7311401367188 994.704345703125],[513.7191162109375 946.7841796875 617.7311401367188 994.704345703125],0.6298233270645142,NL64OGY,0.20201985965273794
1410,1536.0,[500.0360107421875 973.0616455078125 609.1126708984375 1024.9404296875],[500.0360107421875 973.0616455078125 609.1126708984375 1024.9404296875],0.6594604253768921,NL60OCX,0.26556611335582303
1414,1536.0,[494.6282043457031 987.656982421875 605.42626953125 1039.4915771484375],[494.6282043457031 987.656982421875 605.42626953125 1039.4915771484375],0.6707001328468323,NL64OGY,0.21093735520807672
1421,1536.0,[481.9166564941406 1013.2100830078125 595.170166015625 1069.5318603515625],[481.9166564941406 1013.2100830078125 595.170166015625 1069.5318603515625],0.6496220231056213,NL66OGY,0.33758359031505436
1588,1742.0,[621.8648071289062 652.6140747070312 689.13134765625 680.6797485351562],[621.8648071289062 652.6140747070312 689.13134765625 680.6797485351562],0.42699652910232544,CE61WYL,0.1748822236837866
1590,1742.0,[619.0504760742188 650.4349365234375 687.4154663085938 685.5340576171875],[619.0504760742188 650.4349365234375 687.4154663085938 685.5340576171875],0.2645045220851898,CE51WYL,0.40686141159746153
1592,1742.0,[620.2520751953125 658.9305419921875 682.0331420898438 685.52392578125],[620.2520751953125 658.9305419921875 682.0331420898438 685.52392578125],0.4839753806591034,CE61TYE,0.34234739450323953
1594,1742.0,[621.3096313476562 660.3242797851562 687.2521362304688 691.3943481445312],[621.3096313476562 660.3242797851562 687.2521362304688 691.3943481445312],0.5441817045211792,CE61URL,0.13010189820350607
1597,1742.0,[619.2453002929688 662.9254760742188 681.3299560546875 700.5631713867188],[619.2453002929688 662.9254760742188 681.3299560546875 700.5631713867188],0.564548909664154,CE61MYL,0.4483274534301007
1598,1742.0,[622.9879760742188 662.98974609375 696.3717041015625 701.4267578125],[622.9879760742188 662.98974609375 696.3717041015625 701.4267578125],0.4916737973690033,CE61WYL,0.16268256663669425
1599,1742.0,[615.6981201171875 665.0037231445312 685.2490234375 702.2178955078125],[615.6981201171875 665.0037231445312 685.2490234375 702.2178955078125],0.3868284821510315,CE61WYL,0.3693521618747048
1603,1742.0,[614.5867919921875 672.5751342773438 680.3828125 704.8141479492188],[614.5867919921875 672.5751342773438 680.3828125 704.8141479492188],0.5326962471008301,CE61TYL,0.3747376619374957
1610,1742.0,[609.8646850585938 685.479248046875 685.5343627929688 725.2550048828125],[609.8646850585938 685.479248046875 685.5343627929688 725.2550048828125],0.5867515802383423,CE61WYL,0.2734753907496213
1619,1742.0,[602.4801025390625 707.1282348632812 671.7149658203125 736.3694458007812],[602.4801025390625 707.1282348632812 671.7149658203125 736.3694458007812],0.5936320424079895,CE61WYL,0.4674819076419078
1625,1742.0,[599.8084716796875 712.7271728515625 674.5995483398438 752.280517578125],[599.8084716796875 712.7271728515625 674.5995483398438 752.280517578125],0.5019561052322388,CE61KYL,0.37343857101353944
1626,1742.0,[599.141845703125 718.2062377929688 680.521484375 753.623291015625],[599.141845703125 718.2062377929688 680.521484375 753.623291015625],0.4831913709640503,CE61LYL,0.8312357709052571
1629,1742.0,[596.0056762695312 722.509765625 674.5979614257812 755.9240112304688],[596.0056762695312 722.509765625 674.5979614257812 755.9240112304688],0.5688148736953735,CE61UYL,0.04961858884917095
1630,1742.0,[596.928466796875 726.8826904296875 671.7646484375 756.5652465820312],[596.928466796875 726.8826904296875 671.7646484375 756.5652465820312],0.5805431604385376,CE61LYL,0.7130742588031639
1631,1742.0,[597.5355224609375 724.862548828125 663.0452880859375 766.7557983398438],[597.5355224609375 724.862548828125 663.0452880859375 766.7557983398438],0.31823909282684326,CE61LYL,0.38088079518648454
1634,1742.0,[594.5440063476562 734.083984375 664.7986450195312 772.72314453125],[594.5440063476562 734.083984375 664.7986450195312 772.72314453125],0.5405939817428589,CE61LYL,0.07480014014949522
1638,1742.0,[585.365234375 740.1181640625 666.12060546875 777.6624755859375],[585.365234375 740.1181640625 666.12060546875 777.6624755859375],0.5371160507202148,CE61WYL,0.4020538496394538
1644,1742.0,[582.5992431640625 752.7936401367188 665.9322509765625 789.2340087890625],[582.5992431640625 752.7936401367188 665.9322509765625 789.2340087890625],0.5727710127830505,CE51LYL,0.3078925678462775
1645,1742.0,[577.6878662109375 752.911376953125 663.123779296875 789.9638671875],[577.6878662109375 752.911376953125 663.123779296875 789.9638671875],0.575609564781189,CE63LYL,0.4503638944998884
1647,1742.0,[579.13671875 757.391357421875 662.6373901367188 798.3118896484375],[579.13671875 757.391357421875 662.6373901367188 798.3118896484375],0.5727776288986206,CE61LYL,0.6809253362577438
1648,1742.0,[580.2813720703125 756.851806640625 660.976318359375 798.1593017578125],[580.2813720703125 756.851806640625 660.976318359375 798.1593017578125],0.5900759100914001,CE61WYL,0.07602669343348886
1649,1742.0,[578.4296875 757.875244140625 664.2298583984375 799.8707275390625],[578.4296875 757.875244140625 664.2298583984375 799.8707275390625],0.5468776226043701,CE61LYL,0.4389584140346642
1650,1742.0,[580.3843383789062 764.5718994140625 666.0059814453125 802.1173095703125],[580.3843383789062 764.5718994140625 666.0059814453125 802.1173095703125],0.5216784477233887,CE61WIL,0.0813398338048929
1652,1742.0,[583.0147705078125 770.6329345703125 663.849609375 804.830810546875],[583.0147705078125 770.6329345703125 663.849609375 804.830810546875],0.5346649289131165,CE61MYL,0.30581674293729866
1653,1742.0,[576.2129516601562 772.663330078125 659.0348510742188 805.28759765625],[576.2129516601562 772.663330078125 659.0348510742188 805.28759765625],0.6056689620018005,CE61UXL,0.4881720720283653
1654,1742.0,[579.1800537109375 775.26318359375 660.1414794921875 805.99560546875],[579.1800537109375 775.26318359375 660.1414794921875 805.99560546875],0.6077260375022888,CE61UYL,0.6953465750554468
1655,1742.0,[573.2950439453125 777.7084350585938 658.8506469726562 814.673583984375],[573.2950439453125 777.7084350585938 658.8506469726562 814.673583984375],0.6475011706352234,CE61WYL,0.3262537974715929
1658,1742.0,[572.5384521484375 781.9293823242188 654.44189453125 821.1102905273438],[572.5384521484375 781.9293823242188 654.44189453125 821.1102905273438],0.5755555033683777,CE61WYL,0.19452304712322643
1661,1742.0,[568.0858154296875 786.5435791015625 651.3597412109375 824.555908203125],[568.0858154296875 786.5435791015625 651.3597412109375 824.555908203125],0.5374817848205566,CE61WYL,0.5436355865914563
